customer_id,place_id,timestamp_in,timestamp_out,
5,26,2021-05-17 10:21:00,2021-05-17 10:40:00,reception
5,13,2021-05-17 10:40:00,2021-05-17 10:43:49,elevator
5,8,2021-05-17 10:43:49,2021-05-17 10:45:59,corridor
5,66,2021-05-17 10:45:59,2021-05-17 10:58:12,room
5,8,2021-05-17 10:58:12,2021-05-17 11:03:03,corridor
5,13,2021-05-17 11:03:03,2021-05-17 11:05:09,elevator
5,27,2021-05-17 11:05:09,2021-05-17 13:07:09,conference
5,26,2021-05-17 13:07:09,2021-05-17 13:20:16,reception
5,16,2021-05-17 13:20:16,2021-05-17 15:30:16,restaurant1
5,13,2021-05-17 15:30:16,2021-05-17 15:33:16,elevator
5,8,2021-05-17 15:33:16,2021-05-17 15:36:01,corridor
5,66,2021-05-17 15:36:01,2021-05-17 20:10:01,room
5,8,2021-05-17 20:10:01,2021-05-17 20:14:06,corridor
5,13,2021-05-17 20:14:06,2021-05-17 20:16:26,elevator
5,20,2021-05-17 20:16:26,2021-05-17 23:49:26,bar
5,13,2021-05-17 23:49:26,2021-05-17 23:55:14,elevator
5,8,2021-05-17 23:55:14,2021-05-17 23:59:00,corridor
5,66,2021-05-17 23:59:00,2021-05-17 10:58:12,room
5,8,2021-05-18 10:58:12,2021-05-18 11:03:03,corridor
5,13,2021-05-18 11:03:03,2021-05-18 11:05:09,elevator
5,37,2021-05-18 11:05:09,2021-05-18 13:07:09,gym3
5,26,2021-05-18 13:07:09,2021-05-18 13:20:16,reception
5,16,2021-05-18 13:20:16,2021-05-18 15:30:16,restaurant
5,13,2021-05-18 15:30:16,2021-05-18 15:33:16,elevator
5,8,2021-05-18 15:33:16,2021-05-18 15:36:01,corridor
5,66,2021-05-18 15:36:01,2021-05-18 20:10:01,room
5,8,2021-05-18 20:10:01,2021-05-18 20:14:06,corridor
5,13,2021-05-18 20:14:06,2021-05-18 20:16:26,elevator
5,20,2021-05-18 20:16:26,2021-05-18 23:49:26,bar
5,13,2021-05-18 23:49:26,2021-05-18 23:55:14,elevator
5,8,2021-05-18 23:55:14,2021-05-18 23:59:00,corridor
5,66,2021-05-18 23:59:00,2021-05-18 10:58:12,room
5,8,2021-05-19 10:58:12,2021-05-19 11:03:03,corridor
5,13,2021-05-19 11:03:03,2021-05-19 11:05:09,elevator
5,27,2021-05-19 11:05:09,2021-05-19 13:07:09,conference
5,26,2021-05-19 13:07:09,2021-05-19 13:20:16,reception
5,16,2021-05-19 13:20:16,2021-05-19 15:30:16,restaurant1
5,13,2021-05-19 15:30:16,2021-05-19 15:33:16,elevator
5,8,2021-05-19 15:33:16,2021-05-19 15:36:01,corridor
