customer_id,place_id,timestamp_in,timestamp_out,
4,26,2021-05-17 10:05:00,2021-05-17 10:11:03,reception
4,15,2021-05-17 10:11:03,2021-05-17 10:13:04,elevator
4,8,2021-05-17 10:13:04,2021-05-17 10:15:00,corridor
4,94,2021-05-17 10:15:00,2021-05-17 11:15:00,room
4,8,2021-05-17 11:15:00,2021-05-17 11:17:00,corridor
4,15,2021-05-17 11:17:00,2021-05-17 11:17:55,elevator
4,26,2021-05-17 11:17:55,2021-05-17 11:21:42,reception
4,15,2021-05-17 11:21:42,2021-05-17 11:23:04,elevator
4,8,2021-05-17 11:23:04,2021-05-17 11:25:00,corridor
4,94,2021-05-17 11:25:00,2021-05-17 12:50:00,room
4,8,2021-05-17 12:50:00,2021-05-17 12:53:10,corridor
4,15,2021-05-17 12:53:10,2021-05-17 12:54:13,elevator
4,16,2021-05-17 12:54:13,2021-05-17 16:30:13,restaurant3
4,15,2021-05-17 16:30:13,2021-05-17 16:35:25,elevator
4,8,2021-05-17 16:35:25,2021-05-17 16:37:48,corridor
4,94,2021-05-17 16:37:48,2021-05-17 19:34:59,room
4,8,2021-05-17 19:34:59,2021-05-17 19:38:13,corridor
4,15,2021-05-17 19:38:13,2021-05-17 19:41:14,elevator
4,51,2021-05-17 19:41:14,2021-05-17 21:03:14,hair salon
4,15,2021-05-17 21:03:14,2021-05-17 21:05:16,elevator
4,8,2021-05-17 21:05:16,2021-05-17 21:09:35,corridor
4,94,2021-05-17 21:09:35,2021-05-17 23:19:11,room
4,8,2021-05-17 23:19:11,2021-05-17 23:20:21,corridor
4,15,2021-05-17 23:20:21,2021-05-17 23:21:25,elevator
4,25,2021-05-17 23:21:25,2021-05-18 03:10:25,bar
4,15,2021-05-18 03:10:25,2021-05-18 03:11:25,elevator
4,8,2021-05-18 03:11:25,2021-05-18 03:12:27,corridor
4,94,2021-05-18 03:12:27,2021-05-18 11:15:00,room
4,8,2021-05-18 11:15:00,2021-05-18 11:17:00,corridor
4,15,2021-05-18 11:17:00,2021-05-18 11:17:55,elevator
4,26,2021-05-18 11:17:55,2021-05-18 11:21:42,reception
4,15,2021-05-18 11:21:42,2021-05-18 11:23:04,elevator
4,8,2021-05-18 11:23:04,2021-05-18 11:25:00,corridor
4,94,2021-05-18 11:25:00,2021-05-18 12:50:00,room
4,8,2021-05-18 12:50:00,2021-05-18 12:53:10,corridor
4,15,2021-05-18 12:53:10,2021-05-18 12:54:13,elevator
4,16,2021-05-18 12:54:13,2021-05-18 16:30:13,restaurant3
4,15,2021-05-18 16:30:13,2021-05-18 16:35:25,elevator
4,8,2021-05-18 16:35:25,2021-05-18 16:37:48,corridor
4,94,2021-05-18 16:37:48,2021-05-18 19:34:59,room
4,8,2021-05-18 19:34:59,2021-05-18 19:38:13,corridor
4,15,2021-05-18 19:38:13,2021-05-18 19:41:14,elevator
4,42,2021-05-18 19:41:14,2021-05-18 21:03:14,sau
4,15,2021-05-18 21:03:14,2021-05-18 21:05:16,elevator
4,8,2021-05-18 21:05:16,2021-05-18 21:09:35,corridor
4,94,2021-05-18 21:09:35,2021-05-18 23:19:11,room
4,8,2021-05-18 23:19:11,2021-05-18 23:20:21,corridor
4,15,2021-05-18 23:20:21,2021-05-18 23:21:25,elevator
4,25,2021-05-18 23:21:25,2021-05-19 03:10:25,bar
4,15,2021-05-19 03:10:25,2021-05-19 03:11:25,elevator
4,8,2021-05-19 03:11:25,2021-05-19 03:12:27,corridor
4,94,2021-05-19 03:12:27,2021-05-19 11:15:00,room
4,8,2021-05-19 11:15:00,2021-05-19 11:17:00,corridor
4,15,2021-05-19 11:17:00,2021-05-19 11:17:55,elevator
4,26,2021-05-19 11:17:55,2021-05-19 11:21:42,reception
4,15,2021-05-19 11:21:42,2021-05-19 11:23:04,elevator
4,8,2021-05-19 11:23:04,2021-05-19 11:25:00,corridor
