customer_id,place_id,timestamp_in,timestamp_out,
2,26,2021-05-17 11:30:00,2021-05-17 11:35:04,reception
2,13,2021-05-17 11:35:04,2021-05-17 11:40:00,elevator
2,8,2021-05-17 11:40:00,2021-05-17 11:41:19,corridor
2,94,2021-05-17 11:41:19,2021-05-17 11:55:43,room
2,8,2021-05-17 11:55:43,2021-05-17 11:59:43,corridor
2,13,2021-05-17 11:59:43,2021-05-17 12:00:09,elevator
2,42,2021-05-17 12:00:09,2021-05-17 12:45:09,sau2
2,26,2021-05-17 12:45:09,2021-05-17 12:50:00,reception
2,13,2021-05-17 12:50:00,2021-05-17 12:51:00,elevator
2,8,2021-05-17 12:51:00,2021-05-17 12:56:07,corridor
2,94,2021-05-17 12:56:07,2021-05-17 12:56:07,room
2,8,2021-05-17 12:56:07,2021-05-17 12:57:07,corridor
2,13,2021-05-17 12:57:07,2021-05-17 13:00:00,elevator
2,18,2021-05-17 13:00:00,2021-05-17 15:14:40,restaurant3
2,13,2021-05-17 15:14:40,2021-05-17 15:15:43,elevator
2,8,2021-05-17 15:15:43,2021-05-17 15:20:43,corridor
2,94,2021-05-17 15:20:43,2021-05-17 20:00:43,room
2,8,2021-05-17 20:00:43,2021-05-17 20:04:43,corridor
2,13,2021-05-17 20:04:43,2021-05-17 20:05:05,elevator
2,23,2021-05-17 20:05:05,2021-05-18 01:15:02,bar
2,13,2021-05-18 01:15:02,2021-05-18 01:20:02,elevator
2,8,2021-05-18 01:20:02,2021-05-18 01:21:03,corridor
2,94,2021-05-18 01:21:03,2021-05-18 11:55:43,room
2,8,2021-05-18 11:55:43,2021-05-18 11:59:43,corridor
2,13,2021-05-18 11:59:43,2021-05-18 12:00:09,elevator
2,39,2021-05-18 12:00:09,2021-05-18 12:45:09,gym3
2,26,2021-05-18 12:45:09,2021-05-18 12:50:00,reception
2,13,2021-05-18 12:50:00,2021-05-18 12:51:00,elevator
2,8,2021-05-18 12:51:00,2021-05-18 12:56:07,corridor
2,94,2021-05-18 12:56:07,2021-05-18 12:56:07,room
2,8,2021-05-18 12:56:07,2021-05-18 12:57:07,corridor
2,13,2021-05-18 12:57:07,2021-05-18 13:00:00,elevator
2,18,2021-05-18 13:00:00,2021-05-18 15:14:40,restaurant
2,13,2021-05-18 15:14:40,2021-05-18 15:15:43,elevator
2,8,2021-05-18 15:15:43,2021-05-18 15:20:43,corridor
2,94,2021-05-18 15:20:43,2021-05-18 20:00:43,room
2,8,2021-05-18 20:00:43,2021-05-18 20:04:43,corridor
2,13,2021-05-18 20:04:43,2021-05-18 20:05:05,elevator
2,23,2021-05-18 20:05:05,2021-05-19 01:15:02,bar
2,13,2021-05-19 01:15:02,2021-05-19 01:20:02,elevator
2,8,2021-05-19 01:20:02,2021-05-19 01:21:03,corridor
2,94,2021-05-19 01:21:03,2021-05-19 11:55:43,room
2,8,2021-05-19 11:55:43,2021-05-19 11:59:43,corridor
2,13,2021-05-19 11:59:43,2021-05-19 12:00:09,elevator
2,42,2021-05-19 12:00:09,2021-05-19 12:45:09,sau2
2,26,2021-05-19 12:45:09,2021-05-19 12:50:00,reception
2,13,2021-05-19 12:50:00,2021-05-19 12:51:00,elevator
2,8,2021-05-19 12:51:00,2021-05-19 12:56:07,corridor
2,94,2021-05-19 12:56:07,2021-05-19 12:56:07,room
2,8,2021-05-19 12:56:07,2021-05-19 12:57:07,corridor
2,13,2021-05-19 12:57:07,2021-05-19 13:00:00,elevator
