customer_id,place_id,timestamp_in,timestamp_out,
1,26,2021-05-17 10:00:00,2021-05-17 10:05:03,reception
1,13,2021-05-17 10:05:03,2021-05-17 10:06:05,elevator
1,8,2021-05-17 10:06:05,2021-05-17 10:08:10,corridor
1,54,2021-05-17 10:08:10,2021-05-17 11:45:06,room
1,8,2021-05-17 11:45:06,2021-05-17 11:47:06,corridor
1,11,2021-05-17 11:47:06,2021-05-17 11:49:07,elevator
1,42,2021-05-17 11:49:07,2021-05-17 12:34:07,sau2
1,26,2021-05-17 12:34:07,2021-05-17 12:40:08,reception
1,13,2021-05-17 12:40:08,2021-05-17 12:41:45,elevator
1,8,2021-05-17 12:41:45,2021-05-17 12:50:51,corridor
1,54,2021-05-17 12:50:51,2021-05-17 13:15:13,room
1,8,2021-05-17 13:15:13,2021-05-17 13:16:23,corridor
1,11,2021-05-17 13:16:23,2021-05-17 13:18:23,elevator
1,17,2021-05-17 13:18:23,2021-05-17 15:20:23,restaurant
1,13,2021-05-17 15:20:23,2021-05-17 15:23:23,elevator
1,8,2021-05-17 15:23:23,2021-05-17 15:25:31,corridor
1,54,2021-05-17 15:25:31,2021-05-17 21:09:10,room
1,8,2021-05-17 21:09:10,2021-05-17 21:12:10,corridor
1,11,2021-05-17 21:12:10,2021-05-17 21:13:01,elevator
1,23,2021-05-17 21:13:01,2021-05-17 23:54:07,bar
1,11,2021-05-17 23:54:07,2021-05-18 00:05:08,elevator
1,8,2021-05-18 00:05:08,2021-05-18 00:09:11,corridor
1,54,2021-05-18 00:09:11,2021-05-18 11:45:06,room
1,8,2021-05-18 11:45:06,2021-05-18 11:47:06,corridor
1,11,2021-05-18 11:47:06,2021-05-18 11:49:07,elevator
1,42,2021-05-18 11:49:07,2021-05-18 12:34:07,sau2
1,26,2021-05-18 12:34:07,2021-05-18 12:40:08,reception
1,13,2021-05-18 12:40:08,2021-05-18 12:41:45,elevator
1,8,2021-05-18 12:41:45,2021-05-18 12:50:51,corridor
1,54,2021-05-18 12:50:51,2021-05-18 13:15:13,room
1,8,2021-05-18 13:15:13,2021-05-18 13:16:23,corridor
1,11,2021-05-18 13:16:23,2021-05-18 13:18:23,elevator
